,Region,HH_numbers,Marital_status,Age,Children,Female,Drafted,Education,Wellbeing,Employed,Sector,Employment_status,Weekly_working_hours,Occupation,Wage,Second_job,Additional_training_need,Useful_education,Foreign_language_besides_Rus,Foreign_language1,Foreign_language2,Foreign_language1_level,Foreign_language2_level,IT_skills,Read_instructions,Read_letters,Read_articles,Read_journals,Read_manuals,Read_invoices,Read_diagrams,Write_letters,Write_articles,Write_reports,Fill_in_forms,Work_with_prices,Work_with_fractions_percentages,Work_with_graphs,Work_with_formulas,Work_with_statistics,Work_with_computer,Comp_tools_email,Comp_tools_Inet,Comp_tools_Transactions,Comp_tools_Excel,Comp_tools_Word,Comp_tools_Programming,Comp_tools_teleconferences,Comp_tools_other,Required_Comp_skills_level,Have_comp_skills_for_work,Comp_skills_effect_on_employment,Language_skills_on_employment,Russian,English,French,Nothing,Facebook_user,FB_friends,Actual_friends_from_fb,LinkedIn_user,LinkedIn_followers,Actual_followers_from_LinkedIn,Professional_match,Required_education_for_the_job,Have_skills_for_more_demanding_job
220,Երևան,5,Ամուսնացած,41,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,C,Վարձու աշխատող,60,8,200000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Թուրքերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Ամեն օր,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,350,300,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Ոչ
221,Շիրակ,6,Ամուսնացած,27,0,1,,Բակալավր,Բավարար,0,,,,,,,,Սահմանափակ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամեն օր,Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Այո,1,1,0,1,1,0,1,0,Միջին,Այո,Այո,Այո,1,1,0,0,1,600,300,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
223,Երևան,6,Ամուսնացած,27,0,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,C,Վարձու աշխատող,40,3,170000,Ոչ,Ոչ,Սահմանափակ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Ամեն օր,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,Կիրառելի չէ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,450,300,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
226,Երևան,3,Ամուսնացած,30,0,0,1,Բակալավր,Բավարար,0,,,,,,,,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Ամեն օր,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Ոչ,Ոչ,Ոչ,1,0,0,0,1,100,7,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
227,Շիրակ,3,Ամուսնացած,47,0,1,,Միջին մասնագիտական,Վատ,0,,,,,,,,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Կիրառելի չէ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Այո,1,0,0,0,1,19,6,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
228,Արագածոտն,4,Ամուսնացած,37,2,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,K,Վարձու աշխատող,45,4,100000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Դժվարանում եմ պատասխանել,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամեն օր,Այո,1,0,0,0,0,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,200,70,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
230,Շիրակ,6,Ամուսնացած,42,3,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,Այո,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Այո,1,0,0,0,0,0,0,0,Միջին,Ոչ,Ոչ,Ոչ,1,0,0,0,1,1000,30,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
231,Երևան,3,Չամուսնացած,29,0,0,1,Բակալավր,Լավ,1,G,Այլ ինքնազբաղված աշխատող (ֆրիլանս/հեռակա),48,7,400000,Ոչ,Այո,Բոլորովին օգտակար չէ,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Դժվարանում եմ պատասխանել,Ամեն օր,Երբեք,Ամեն օր,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Այո,1,1,1,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,60,5,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
232,Շիրակ,5,Ամուսնացած,50,0,1,,Միջին մասնագիտական,Վատ,0,,,,,,,,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Դժվարանում եմ պատասխանել,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Միջին,Այո,Դժվարանում եմ պատասխանել,Ոչ,1,0,0,0,0,,,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
233,Շիրակ,6,Ամուսնացած,30,0,1,,Բակալավր,Բավարար,1,Q,Վարձու աշխատող,56,2,72000,Ոչ,Ոչ,Շատ օգտակար,0,,,Շատ սահմանափակ իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Երբեք,Այո,1,0,0,0,0,1,0,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,20,15,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
234,Երևան,4,Ամուսնացած,27,0,0,1,Բակալավր,Բավարար,1,C,Վարձու աշխատող,48,7,140000,Ոչ,Ոչ,"Ոչ օգտակար, ոչ էլ անօգուտ",1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,0,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,300,180,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
236,Երևան,3,Ամուսնացած,23,0,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Այո,1,1,0,0,0,0,0,0,Միջին,Այո,Դժվարանում եմ պատասխանել,Դժվարանում եմ պատասխանել,1,1,0,0,1,200,10,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
237,Շիրակ,5,Ամուսնացած,40,1,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,P,Վարձու աշխատող,36,2,120000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Այո,1,1,0,1,1,0,1,0,Բարձր,Այո,Ոչ,Ոչ,1,1,0,0,1,100,70,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
238,Շիրակ,4,Ամուսնացած,23,0,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Սահմանափակ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,0,0,0,0,0,1,Միջին,Դժվարանում եմ պատասխանել,Ոչ,Ոչ,1,0,0,0,1,100,100,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Ոչ
